statut_compte_courant;duree_mois;credit_history;objectif_credit;montant_credit;etat_epargne;anciennete_emploi;taux_remboursement;situation_personnelle;autres_garants;anciennete_logement;importance_biens;age;autres_plans_paiement;type_logement;nombre_credits_existants;categorie_emploi;nombre_personnes_a_charge;possede_telephone;travailleur_etranger;classe
0<=X<200;12;existant remboursé;affaires;841;100<=X<500;4<=X<7;2;femme div/dép/mariée;aucun;4;immobilier;23;aucun;locataire;1;unqualifié resident;1;aucun;oui;bon
pas_de_compte;30;critique/autre crédit existant;radio/tv;5771;<100;4<=X<7;4;femme div/dép/mariée;aucun;2;voiture;25;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;12;retards antérieurs;réparations;1555;>=1000;>=7;4;homme célibataire;aucun;4;pas de propriété;55;aucun;gratuit;2;qualifié;2;aucun;oui;mauvais
<0;24;existant remboursé;nouvelle voiture;1285;épargne inconnue;4<=X<7;4;femme div/dép/mariée;aucun;4;pas de propriété;32;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
>=200;6;critique/autre crédit existant;nouvelle voiture;1299;<100;1<=X<4;1;homme célibataire;aucun;1;immobilier;74;aucun;propriétaire;3;sans emploi/non qualif non résident;2;aucun;non;bon
>=200;15;critique/autre crédit existant;radio/tv;1271;épargne inconnue;1<=X<4;3;homme célibataire;aucun;4;pas de propriété;39;aucun;gratuit;2;qualifié;1;oui;oui;mauvais
pas_de_compte;24;existant remboursé;nouvelle voiture;1393;<100;1<=X<4;2;homme célibataire;garant;2;immobilier;31;aucun;propriétaire;1;qualifié;1;oui;oui;bon
<0;12;critique/autre crédit existant;nouvelle voiture;691;<100;>=7;4;homme célibataire;aucun;3;assurance vie;35;aucun;propriétaire;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;15;critique/autre crédit existant;nouvelle voiture;5045;épargne inconnue;>=7;1;femme div/dép/mariée;aucun;4;voiture;59;aucun;propriétaire;1;qualifié;1;oui;oui;bon
<0;18;critique/autre crédit existant;meubles/équipement;2124;<100;1<=X<4;4;femme div/dép/mariée;aucun;4;immobilier;24;aucun;locataire;2;qualifié;1;aucun;oui;mauvais
<0;12;existant remboursé;radio/tv;2214;<100;1<=X<4;4;homme célibataire;aucun;3;assurance vie;24;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
pas_de_compte;21;critique/autre crédit existant;nouvelle voiture;12680;épargne inconnue;>=7;4;homme célibataire;aucun;4;pas de propriété;30;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;nouvelle voiture;2463;100<=X<500;4<=X<7;4;homme marié/veuf;aucun;3;assurance vie;27;aucun;propriétaire;2;qualifié;1;oui;oui;bon
0<=X<200;12;existant remboursé;radio/tv;1155;<100;>=7;3;homme marié/veuf;garant;3;immobilier;40;banque;propriétaire;2;unqualifié resident;1;aucun;oui;bon
<0;30;existant remboursé;meubles/équipement;3108;<100;<1;2;homme divorcé/séparé;aucun;4;assurance vie;31;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
pas_de_compte;10;existant remboursé;voiture occasion;2901;épargne inconnue;<1;1;femme div/dép/mariée;aucun;4;immobilier;31;aucun;locataire;1;qualifié;1;aucun;oui;bon
0<=X<200;12;critique/autre crédit existant;meubles/équipement;3617;<100;>=7;1;homme célibataire;aucun;4;voiture;28;aucun;locataire;3;qualifié;1;oui;oui;bon
pas_de_compte;12;critique/autre crédit existant;radio/tv;1655;<100;>=7;2;homme célibataire;aucun;4;immobilier;63;aucun;propriétaire;2;unqualifié resident;1;oui;oui;bon
<0;24;existant remboursé;voiture occasion;2812;épargne inconnue;>=7;2;femme div/dép/mariée;aucun;4;immobilier;26;aucun;locataire;1;qualifié;1;aucun;oui;bon
<0;36;critique/autre crédit existant;études;8065;<100;1<=X<4;3;femme div/dép/mariée;aucun;2;pas de propriété;25;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;21;critique/autre crédit existant;voiture occasion;3275;<100;>=7;1;homme célibataire;aucun;4;voiture;36;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;24;critique/autre crédit existant;radio/tv;2223;100<=X<500;>=7;4;homme célibataire;aucun;4;assurance vie;52;banque;propriétaire;2;qualifié;1;aucun;oui;bon
>=200;12;critique/autre crédit existant;nouvelle voiture;1480;500<=X<1000;sans emploi;2;homme célibataire;aucun;4;pas de propriété;66;banque;gratuit;3;sans emploi/non qualif non résident;1;aucun;oui;bon
<0;24;existant remboursé;nouvelle voiture;1371;épargne inconnue;1<=X<4;4;femme div/dép/mariée;aucun;4;immobilier;25;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;36;critique/autre crédit existant;nouvelle voiture;3535;<100;4<=X<7;4;homme célibataire;aucun;4;voiture;37;aucun;propriétaire;2;qualifié;1;oui;oui;bon
<0;18;existant remboursé;radio/tv;3509;<100;4<=X<7;4;femme div/dép/mariée;garant;1;immobilier;25;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;36;critique/autre crédit existant;voiture occasion;5711;>=1000;>=7;4;homme célibataire;aucun;2;voiture;38;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;18;existant remboursé;réparations;3872;<100;sans emploi;2;femme div/dép/mariée;aucun;4;voiture;67;aucun;propriétaire;1;qualifié;1;oui;oui;bon
0<=X<200;39;critique/autre crédit existant;radio/tv;4933;<100;4<=X<7;2;homme célibataire;garant;2;immobilier;25;aucun;propriétaire;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;nouvelle voiture;1940;>=1000;>=7;4;homme célibataire;aucun;4;immobilier;60;aucun;propriétaire;1;qualifié;1;oui;oui;bon
0<=X<200;12;aucun crédit/tout remboursé;formation professionnelle;1410;<100;1<=X<4;2;homme célibataire;aucun;2;immobilier;31;aucun;propriétaire;1;unqualifié resident;1;oui;oui;bon
0<=X<200;12;existant remboursé;nouvelle voiture;836;100<=X<500;<1;4;femme div/dép/mariée;aucun;2;assurance vie;23;banque;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
0<=X<200;20;existant remboursé;voiture occasion;6468;épargne inconnue;sans emploi;1;homme divorcé/séparé;aucun;4;immobilier;60;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;18;existant remboursé;affaires;1941;>=1000;1<=X<4;4;homme célibataire;aucun;2;assurance vie;35;aucun;propriétaire;1;unqualifié resident;1;oui;oui;bon
pas_de_compte;22;existant remboursé;radio/tv;2675;500<=X<1000;>=7;3;homme célibataire;aucun;4;voiture;40;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;48;critique/autre crédit existant;voiture occasion;2751;épargne inconnue;>=7;4;homme célibataire;aucun;3;voiture;38;aucun;propriétaire;2;qualifié;2;oui;oui;bon
0<=X<200;48;retards antérieurs;études;6224;<100;>=7;4;homme célibataire;aucun;4;pas de propriété;50;aucun;gratuit;1;qualifié;1;aucun;oui;mauvais
<0;40;critique/autre crédit existant;études;5998;<100;1<=X<4;4;homme célibataire;aucun;3;pas de propriété;27;banque;propriétaire;1;qualifié;1;oui;oui;mauvais
0<=X<200;21;existant remboursé;affaires;1188;<100;>=7;2;femme div/dép/mariée;aucun;4;assurance vie;39;aucun;propriétaire;1;qualifié;2;aucun;oui;mauvais
pas_de_compte;24;existant remboursé;voiture occasion;6313;épargne inconnue;>=7;3;homme célibataire;aucun;4;voiture;41;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;2;oui;oui;bon
pas_de_compte;6;critique/autre crédit existant;meubles/équipement;1221;épargne inconnue;1<=X<4;1;homme marié/veuf;aucun;2;assurance vie;27;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
>=200;24;existant remboursé;meubles/équipement;2892;<100;>=7;3;homme divorcé/séparé;aucun;4;pas de propriété;51;aucun;gratuit;1;qualifié;1;aucun;oui;bon
pas_de_compte;24;existant remboursé;meubles/équipement;3062;500<=X<1000;>=7;4;homme célibataire;aucun;3;pas de propriété;32;aucun;locataire;1;qualifié;1;oui;oui;bon
pas_de_compte;9;existant remboursé;meubles/équipement;2301;100<=X<500;<1;2;femme div/dép/mariée;aucun;4;assurance vie;22;aucun;locataire;1;qualifié;1;aucun;oui;bon
<0;18;existant remboursé;voiture occasion;7511;épargne inconnue;>=7;1;homme célibataire;aucun;4;assurance vie;51;aucun;gratuit;1;qualifié;2;oui;oui;mauvais
pas_de_compte;12;critique/autre crédit existant;meubles/équipement;1258;<100;<1;2;femme div/dép/mariée;aucun;4;assurance vie;22;aucun;locataire;2;unqualifié resident;1;aucun;oui;bon
pas_de_compte;24;retards antérieurs;nouvelle voiture;717;épargne inconnue;>=7;4;homme marié/veuf;aucun;4;voiture;54;aucun;propriétaire;2;qualifié;1;oui;oui;bon
0<=X<200;9;existant remboursé;nouvelle voiture;1549;épargne inconnue;<1;4;homme célibataire;aucun;2;immobilier;35;aucun;propriétaire;1;sans emploi/non qualif non résident;1;aucun;oui;bon
pas_de_compte;24;critique/autre crédit existant;études;1597;<100;>=7;4;homme célibataire;aucun;4;pas de propriété;54;aucun;gratuit;2;qualifié;2;aucun;oui;bon
0<=X<200;18;critique/autre crédit existant;radio/tv;1795;<100;>=7;3;femme div/dép/mariée;garant;4;immobilier;48;banque;locataire;2;unqualifié resident;1;oui;oui;bon
<0;20;critique/autre crédit existant;meubles/équipement;4272;<100;>=7;1;femme div/dép/mariée;aucun;4;assurance vie;24;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;12;critique/autre crédit existant;radio/tv;976;épargne inconnue;>=7;4;homme célibataire;aucun;4;voiture;35;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;12;existant remboursé;nouvelle voiture;7472;épargne inconnue;sans emploi;1;femme div/dép/mariée;aucun;2;immobilier;24;aucun;locataire;1;sans emploi/non qualif non résident;1;aucun;oui;bon
<0;36;existant remboursé;nouvelle voiture;9271;<100;4<=X<7;2;homme célibataire;aucun;1;voiture;24;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
0<=X<200;6;existant remboursé;radio/tv;590;<100;<1;3;homme marié/veuf;aucun;3;immobilier;26;aucun;propriétaire;1;unqualifié resident;1;aucun;non;bon
pas_de_compte;12;critique/autre crédit existant;radio/tv;930;épargne inconnue;>=7;4;homme célibataire;aucun;4;immobilier;65;aucun;propriétaire;4;qualifié;1;aucun;oui;bon
0<=X<200;42;tout remboursé;voiture occasion;9283;<100;sans emploi;1;homme célibataire;aucun;2;pas de propriété;55;banque;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;15;aucun crédit/tout remboursé;nouvelle voiture;1778;<100;<1;2;femme div/dép/mariée;aucun;1;immobilier;26;aucun;locataire;2;sans emploi/non qualif non résident;1;aucun;oui;mauvais
0<=X<200;8;existant remboursé;affaires;907;<100;<1;3;homme marié/veuf;aucun;2;immobilier;26;aucun;propriétaire;1;qualifié;1;oui;oui;bon
0<=X<200;6;existant remboursé;radio/tv;484;<100;4<=X<7;3;homme marié/veuf;garant;3;immobilier;28;banque;propriétaire;1;unqualifié resident;1;aucun;oui;bon
<0;36;critique/autre crédit existant;voiture occasion;9629;<100;4<=X<7;4;homme célibataire;aucun;4;voiture;24;aucun;propriétaire;2;qualifié;1;oui;oui;mauvais
<0;48;existant remboursé;électroménager;3051;<100;1<=X<4;3;homme célibataire;aucun;4;voiture;54;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;48;existant remboursé;nouvelle voiture;3931;<100;4<=X<7;4;homme célibataire;aucun;4;pas de propriété;46;aucun;gratuit;1;qualifié;2;aucun;oui;mauvais
0<=X<200;36;retards antérieurs;nouvelle voiture;7432;<100;1<=X<4;2;femme div/dép/mariée;aucun;2;assurance vie;54;aucun;locataire;1;qualifié;1;aucun;oui;bon
pas_de_compte;6;existant remboursé;électroménager;1338;500<=X<1000;1<=X<4;1;homme divorcé/séparé;aucun;4;immobilier;62;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;6;critique/autre crédit existant;radio/tv;1554;<100;4<=X<7;1;femme div/dép/mariée;aucun;2;voiture;24;aucun;locataire;2;qualifié;1;oui;oui;bon
<0;36;existant remboursé;autre;15857;<100;sans emploi;2;homme divorcé/séparé;co-emprunteur;3;voiture;43;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;aucun;oui;bon
<0;18;existant remboursé;radio/tv;1345;<100;1<=X<4;4;homme marié/veuf;aucun;3;immobilier;26;banque;propriétaire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;12;existant remboursé;nouvelle voiture;1101;<100;1<=X<4;3;homme marié/veuf;aucun;2;immobilier;27;aucun;propriétaire;2;qualifié;1;oui;oui;bon
>=200;12;existant remboursé;radio/tv;3016;<100;1<=X<4;3;homme marié/veuf;aucun;1;voiture;24;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;36;existant remboursé;meubles/équipement;2712;<100;>=7;2;homme célibataire;aucun;2;assurance vie;41;banque;propriétaire;1;qualifié;2;aucun;oui;mauvais
<0;8;critique/autre crédit existant;nouvelle voiture;731;<100;>=7;4;homme célibataire;aucun;4;immobilier;47;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
pas_de_compte;18;critique/autre crédit existant;meubles/équipement;3780;<100;<1;3;homme divorcé/séparé;aucun;2;voiture;35;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;21;critique/autre crédit existant;nouvelle voiture;1602;<100;>=7;4;homme marié/veuf;aucun;3;voiture;30;aucun;propriétaire;2;qualifié;1;oui;oui;bon
<0;18;critique/autre crédit existant;nouvelle voiture;3966;<100;>=7;1;femme div/dép/mariée;aucun;4;immobilier;33;banque;locataire;3;qualifié;1;oui;oui;mauvais
pas_de_compte;18;aucun crédit/tout remboursé;affaires;4165;<100;1<=X<4;2;homme célibataire;aucun;2;voiture;36;magasins;propriétaire;2;qualifié;2;aucun;oui;mauvais
<0;36;existant remboursé;voiture occasion;8335;épargne inconnue;>=7;3;homme célibataire;aucun;4;pas de propriété;47;aucun;gratuit;1;qualifié;1;aucun;oui;mauvais
0<=X<200;48;retards antérieurs;affaires;6681;épargne inconnue;1<=X<4;4;homme célibataire;aucun;4;pas de propriété;38;aucun;gratuit;1;qualifié;2;oui;oui;bon
pas_de_compte;24;retards antérieurs;affaires;2375;500<=X<1000;1<=X<4;4;homme célibataire;aucun;2;voiture;44;aucun;propriétaire;2;qualifié;2;oui;oui;bon
<0;18;existant remboursé;nouvelle voiture;1216;<100;<1;4;femme div/dép/mariée;aucun;3;voiture;23;aucun;locataire;1;qualifié;1;oui;oui;mauvais
<0;45;aucun crédit/tout remboursé;affaires;11816;<100;>=7;2;homme célibataire;aucun;4;voiture;29;aucun;locataire;2;qualifié;1;aucun;oui;mauvais
0<=X<200;24;existant remboursé;radio/tv;5084;épargne inconnue;>=7;2;femme div/dép/mariée;aucun;4;voiture;42;aucun;propriétaire;1;qualifié;1;oui;oui;bon
>=200;15;existant remboursé;radio/tv;2327;<100;<1;2;femme div/dép/mariée;aucun;3;immobilier;25;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
<0;12;aucun crédit/tout remboursé;nouvelle voiture;1082;<100;1<=X<4;4;homme célibataire;aucun;4;voiture;48;banque;propriétaire;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;12;existant remboursé;radio/tv;886;épargne inconnue;1<=X<4;4;femme div/dép/mariée;aucun;2;voiture;21;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;4;existant remboursé;meubles/équipement;601;<100;<1;1;femme div/dép/mariée;aucun;3;immobilier;23;aucun;locataire;1;unqualifié resident;2;aucun;oui;bon
<0;24;critique/autre crédit existant;voiture occasion;2957;<100;>=7;4;homme célibataire;aucun;4;assurance vie;63;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;24;critique/autre crédit existant;radio/tv;2611;<100;>=7;4;homme marié/veuf;co-emprunteur;3;immobilier;46;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
<0;36;existant remboursé;meubles/équipement;5179;<100;4<=X<7;4;homme célibataire;aucun;2;assurance vie;29;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;21;retards antérieurs;voiture occasion;2993;<100;1<=X<4;3;homme célibataire;aucun;2;immobilier;28;magasins;propriétaire;2;unqualifié resident;1;aucun;oui;bon
pas_de_compte;18;existant remboursé;réparations;1943;<100;<1;4;femme div/dép/mariée;aucun;4;immobilier;23;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;24;tout remboursé;affaires;1559;<100;4<=X<7;4;homme célibataire;aucun;4;voiture;50;banque;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;18;existant remboursé;meubles/équipement;3422;<100;>=7;4;homme célibataire;aucun;4;assurance vie;47;banque;propriétaire;3;qualifié;2;oui;oui;bon
0<=X<200;21;existant remboursé;meubles/équipement;3976;épargne inconnue;4<=X<7;2;homme célibataire;aucun;3;voiture;35;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;18;existant remboursé;nouvelle voiture;6761;épargne inconnue;1<=X<4;2;homme célibataire;aucun;4;voiture;68;aucun;locataire;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;24;existant remboursé;nouvelle voiture;1249;<100;<1;4;homme marié/veuf;aucun;2;immobilier;28;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;9;existant remboursé;radio/tv;1364;<100;4<=X<7;3;homme célibataire;aucun;4;immobilier;59;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;12;existant remboursé;radio/tv;709;<100;>=7;4;homme célibataire;aucun;4;immobilier;57;magasins;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
<0;20;critique/autre crédit existant;nouvelle voiture;2235;<100;1<=X<4;4;homme marié/veuf;garant;2;assurance vie;33;banque;locataire;2;qualifié;1;aucun;non;mauvais
pas_de_compte;24;critique/autre crédit existant;voiture occasion;4042;épargne inconnue;4<=X<7;3;homme célibataire;aucun;4;assurance vie;43;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;15;critique/autre crédit existant;radio/tv;1471;<100;1<=X<4;4;homme célibataire;aucun;4;pas de propriété;35;aucun;gratuit;2;qualifié;1;oui;oui;bon
<0;18;tout remboursé;nouvelle voiture;1442;<100;4<=X<7;4;homme célibataire;aucun;4;pas de propriété;32;aucun;gratuit;2;unqualifié resident;2;aucun;oui;mauvais
pas_de_compte;36;retards antérieurs;nouvelle voiture;10875;<100;>=7;2;homme célibataire;aucun;2;voiture;45;aucun;propriétaire;2;qualifié;2;oui;oui;bon
pas_de_compte;24;existant remboursé;nouvelle voiture;1474;100<=X<500;<1;4;homme marié/veuf;aucun;3;immobilier;33;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;10;existant remboursé;formation professionnelle;894;épargne inconnue;4<=X<7;4;femme div/dép/mariée;aucun;3;assurance vie;40;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;15;critique/autre crédit existant;meubles/équipement;3343;<100;1<=X<4;4;homme célibataire;aucun;2;pas de propriété;28;aucun;gratuit;1;qualifié;1;oui;oui;bon
<0;15;existant remboursé;nouvelle voiture;3959;<100;1<=X<4;3;femme div/dép/mariée;aucun;2;assurance vie;29;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
pas_de_compte;9;existant remboursé;nouvelle voiture;3577;100<=X<500;1<=X<4;1;homme célibataire;garant;2;immobilier;26;aucun;locataire;1;qualifié;2;aucun;non;bon
pas_de_compte;24;critique/autre crédit existant;voiture occasion;5804;>=1000;1<=X<4;4;homme célibataire;aucun;2;immobilier;27;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;18;retards antérieurs;affaires;2169;<100;1<=X<4;4;homme marié/veuf;aucun;2;voiture;28;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
<0;24;existant remboursé;radio/tv;2439;<100;<1;4;femme div/dép/mariée;aucun;4;immobilier;35;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
pas_de_compte;27;critique/autre crédit existant;meubles/équipement;4526;>=1000;<1;4;homme célibataire;aucun;2;immobilier;32;magasins;propriétaire;2;unqualifié resident;2;oui;oui;bon
pas_de_compte;10;existant remboursé;meubles/équipement;2210;<100;1<=X<4;2;homme célibataire;aucun;2;immobilier;25;banque;locataire;1;unqualifié resident;1;aucun;oui;mauvais
pas_de_compte;15;existant remboursé;meubles/équipement;2221;500<=X<1000;1<=X<4;2;femme div/dép/mariée;aucun;4;voiture;20;aucun;locataire;1;qualifié;1;aucun;oui;bon
<0;18;existant remboursé;radio/tv;2389;<100;<1;4;femme div/dép/mariée;aucun;1;voiture;27;magasins;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;12;critique/autre crédit existant;meubles/équipement;3331;<100;>=7;2;homme célibataire;aucun;4;assurance vie;42;magasins;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;36;existant remboursé;affaires;7409;épargne inconnue;>=7;3;homme célibataire;aucun;2;assurance vie;37;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
<0;12;existant remboursé;meubles/équipement;652;<100;>=7;4;femme div/dép/mariée;aucun;4;assurance vie;24;aucun;locataire;1;qualifié;1;aucun;oui;bon
pas_de_compte;36;retards antérieurs;meubles/équipement;7678;500<=X<1000;4<=X<7;2;femme div/dép/mariée;aucun;4;voiture;40;aucun;propriétaire;2;qualifié;1;oui;oui;bon
>=200;6;critique/autre crédit existant;nouvelle voiture;1343;<100;>=7;1;homme célibataire;aucun;4;immobilier;46;aucun;propriétaire;2;qualifié;2;aucun;non;bon
<0;24;critique/autre crédit existant;affaires;1382;100<=X<500;4<=X<7;4;homme célibataire;aucun;1;immobilier;26;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;15;existant remboursé;électroménager;874;épargne inconnue;<1;4;femme div/dép/mariée;aucun;1;immobilier;24;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;12;existant remboursé;meubles/équipement;3590;<100;1<=X<4;2;homme célibataire;co-emprunteur;2;assurance vie;29;aucun;propriétaire;1;unqualifié resident;2;aucun;oui;bon
0<=X<200;11;critique/autre crédit existant;nouvelle voiture;1322;>=1000;1<=X<4;4;femme div/dép/mariée;aucun;4;voiture;40;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
<0;18;tout remboursé;radio/tv;1940;<100;<1;3;homme célibataire;co-emprunteur;4;pas de propriété;36;banque;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;36;existant remboursé;radio/tv;3595;<100;>=7;4;homme célibataire;aucun;2;voiture;28;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;9;existant remboursé;nouvelle voiture;1422;<100;<1;3;homme célibataire;aucun;2;pas de propriété;27;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;30;critique/autre crédit existant;radio/tv;6742;épargne inconnue;4<=X<7;2;homme célibataire;aucun;3;assurance vie;36;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;24;existant remboursé;voiture occasion;7814;<100;4<=X<7;3;homme célibataire;aucun;3;voiture;38;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;24;existant remboursé;voiture occasion;9277;épargne inconnue;1<=X<4;2;homme divorcé/séparé;aucun;4;pas de propriété;48;aucun;gratuit;1;qualifié;1;oui;oui;bon
0<=X<200;30;critique/autre crédit existant;nouvelle voiture;2181;épargne inconnue;>=7;4;homme célibataire;aucun;4;immobilier;36;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;18;critique/autre crédit existant;radio/tv;1098;<100;sans emploi;4;femme div/dép/mariée;aucun;4;voiture;65;aucun;propriétaire;2;sans emploi/non qualif non résident;1;aucun;oui;bon
0<=X<200;24;existant remboursé;meubles/équipement;4057;<100;4<=X<7;3;homme divorcé/séparé;aucun;3;voiture;43;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
<0;12;existant remboursé;études;795;<100;<1;4;femme div/dép/mariée;aucun;4;assurance vie;53;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;24;critique/autre crédit existant;affaires;2825;épargne inconnue;4<=X<7;4;homme célibataire;aucun;3;pas de propriété;34;aucun;propriétaire;2;qualifié;2;oui;oui;bon
0<=X<200;48;existant remboursé;affaires;15672;<100;1<=X<4;2;homme célibataire;aucun;2;voiture;23;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
pas_de_compte;36;critique/autre crédit existant;nouvelle voiture;6614;<100;>=7;4;homme célibataire;aucun;4;voiture;34;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;28;tout remboursé;voiture occasion;7824;épargne inconnue;<1;3;homme célibataire;garant;4;immobilier;40;banque;locataire;2;qualifié;2;oui;oui;bon
<0;27;critique/autre crédit existant;affaires;2442;<100;>=7;4;homme célibataire;aucun;4;voiture;43;magasins;propriétaire;4;hautement qualifié/indépendant/cadre;2;oui;oui;bon
pas_de_compte;15;critique/autre crédit existant;radio/tv;1829;<100;>=7;4;homme célibataire;aucun;4;voiture;46;aucun;propriétaire;2;qualifié;1;oui;oui;bon
<0;12;critique/autre crédit existant;nouvelle voiture;2171;<100;1<=X<4;4;homme célibataire;aucun;4;assurance vie;38;banque;propriétaire;2;unqualifié resident;1;aucun;non;bon
0<=X<200;36;critique/autre crédit existant;voiture occasion;5800;<100;1<=X<4;3;homme célibataire;aucun;4;voiture;34;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;18;critique/autre crédit existant;radio/tv;1169;épargne inconnue;1<=X<4;4;homme célibataire;aucun;3;assurance vie;29;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;36;retards antérieurs;voiture occasion;8947;épargne inconnue;4<=X<7;3;homme célibataire;aucun;2;voiture;31;magasins;propriétaire;1;hautement qualifié/indépendant/cadre;2;oui;oui;bon
<0;21;existant remboursé;radio/tv;2606;<100;<1;4;femme div/dép/mariée;aucun;4;assurance vie;28;aucun;locataire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;12;critique/autre crédit existant;meubles/équipement;1592;>=1000;4<=X<7;3;femme div/dép/mariée;aucun;2;assurance vie;35;aucun;propriétaire;1;qualifié;1;aucun;non;bon
pas_de_compte;15;existant remboursé;meubles/équipement;2186;épargne inconnue;4<=X<7;1;femme div/dép/mariée;aucun;4;immobilier;33;banque;locataire;1;unqualifié resident;1;aucun;oui;bon
<0;18;existant remboursé;meubles/équipement;4153;<100;1<=X<4;2;homme célibataire;co-emprunteur;3;voiture;42;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;16;critique/autre crédit existant;nouvelle voiture;2625;<100;>=7;2;homme célibataire;garant;4;assurance vie;43;banque;locataire;1;qualifié;1;oui;oui;mauvais
pas_de_compte;20;critique/autre crédit existant;nouvelle voiture;3485;épargne inconnue;<1;2;homme divorcé/séparé;aucun;4;immobilier;44;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;36;critique/autre crédit existant;voiture occasion;10477;épargne inconnue;>=7;2;homme célibataire;aucun;4;pas de propriété;42;aucun;gratuit;2;qualifié;1;aucun;oui;bon
